file name,text,index,left character,right character,left emote,right emote,RequireYN?,OnYes,OnNo,End Talkie ?,Talkie Motion
Cha_0_1b_Julius_3_T1,I’ll be waiting.,4,,Julius,,1_MO_EP,,,,yes,
,,,,,,,,,,,
$Title,MudslideIntro_1_p1,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,
$Talkie End,left,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,
$Segments,,,,,,,,,,,
P_2_1_Wally_1,It looks like they destroyed this area as well,0,Wally,Red,7_MO_EI,8_MC_EI,,,,,
P_2_1_Red_2,Let’s clean up before moving forward!,1,Wally,Red,11_MC_EP,3_MO_EP,,,,,
,,,,,,,,,,,
$Title,MudslideRebuilt_1_p1,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,
$Talkie Start,up,,,,,,,,,,
$Talkie End,left,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,
$Letterbox End,no,,,,,,,,,,
$Segments,,,,,,,,,,,
P_2_2_Red_1_T1,Wow!,0,Red,Wally,4_MO_EI,4_MC_EI,,,,,
P_2_2_Red_1_T2,This place looks amazing!,1,Red,Wally,3_MO_EP,4_MC_EI,,,,,
P_2_2_Red_1_T3,Good job explorer!,2,Red,Wally,4_MO_EC,4_MC_EI,,,,,
P_2_2_Wally_2_T1,Good job!,3,Red,Wally,2_MC_EI,11_MO_EP,,,,,
P_2_2_Red_3_T1,Alright!,4,Red,Wally,2_MO_EC,1_MC_EP,,,,,
P_2_2_Red_3_T2,Let’s move forward!,5,Red,Wally,1_MO_EP,1_MC_EP,,,,,
P_2_2_RedWally_3_T1,Huh?!,6,Red,Wally,5_MO_EI,6_MO_EO,,,,,
,,,,,,,,,,,
$Title,MudslideRebuilt_1_p2,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,
$Talkie End,down,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,
$Segments,,,,,,,,,,,
P_1_1_Marcus_26_T1,HAHAHA!,0,Marcus,Brutus,6_MO,8_MC,,,,,
P_1_1_Brutus_27_T1,Heh heh heh. ,1,Marcus,Brutus,6_MC,8_MO,,,,,
P_2_2_Julius_4_T1,I told you we’d see each other again soon.,2,Julius,,8_MO_EP,,,,,,
P_1_1_Marcus_26_T1,HAHAHA!,3,Julius,Marcus,2_MC_EC,6_MO,,,,,
P_2_2_Marcus_5_T2,Prepare yourself commoners!,4,Julius,Marcus,2_MC_EC,3_MO,,,,,
P_2_2_Marcus_5_T3,The challenge is about to begin! ,5,Julius,Marcus,2_MC_EC,8_MO,,,,,
P_2_2_Red_6_T1,Again?!,6,Julius,Red,2_MC_EI,5_MO_EI,,,,,
P_2_2_Julius_7_T1,You know the rules.,7,Julius,Red,2_MO_EI,10_MC_EI,,,,,
P_2_2_Julius_7_T2,If you win~,8,Julius,Red,11_MO_EI,10_MC_EI,,,,,
P_2_2_Julius_7_T3,you can keep getting in my way and move forward.,9,Julius,Red,13_MO_EO,10_MC_EI,,,,,
P_2_2_Julius_7_T4,But If I win~,10,Julius,Red,14_MO_EI,10_MC_EI,,,,,
P_2_2_Julius_7_T5,you have to leave me alone~ and let me do what I want!,11,Julius,Red,7_MO_EI,10_MC_EI,,,,,
P_2_2_Wally_8_T1,It seems we don't have another choice.,12,Julius,Wally,4_MC_EI,8_MO_EI,,,,,
P_2_2_Red_9_T1,Alright explorer!,13,Red,Wally,1_MO_EP,2_MC_EP,,,,,
P_2_2_Red_9_T2,You can do it!,14,Red,Wally,2_MO_EP,2_MC_EP,,,,,
P_2_2_Red_9_T3,Show them what you're made of!,15,Red,Wally,3_MO_EP,2_MC_EP,,,,,
P_2_2_Wally_10_T1,Yeah you've got this!,16,Red,Wally,2_MC_EI,3_MO_EI,,,,,
P_2_2_Julius_11_T1,Alright~ Lets begin!,17,,Julius,,2_MO_EP,,,,,
P_1_1_Marcus_26_T1,HAHAHA!,18,Marcus,Brutus,6_MO,8_MC,,,,,
P_1_1_Brutus_27_T1,Heh heh heh. ,19,Marcus,Brutus,6_MC,8_MO,,,,,
,,,,,,,,,,,
$Title,MudslideDefeated_1_p1,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,
$Talkie End,left,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,
$Letterbox End,no,,,,,,,,,,
$Segments,,,,,,,,,,,
P_2_3_Julius_1_T1,Again?!,0,,Julius,,7_MO_EI,,,,,
P_2_3_Julius_1_T2,This cannot be!,1,,Julius,,9_MO_EO,,,,,
P_2_3_Marcus_2_T1,IMPOSSIBLE!!!,2,Marcus,Brutus,4_MO,5_MC,,,,,
P_2_3_Brutus_3_T1,Yawn…,3,Marcus,Brutus,5_MC,6_MO,,,,,
P_2_3_Brutus_3_T2,Over already…,4,Marcus,Brutus,5_MC,7_MO,,,,,
P_2_3_Marcus_4_T1,Quiet you!,5,Marcus,Brutus,5_MO,3_MC,,,,,
P_2_3_Red_5_T1,Hurray!,6,Red,Wally,4_MO_EC,1_MC_EI,,,,,
P_2_3_Red_5_T2,I knew you could do it!,7,Red,Wally,2_MO_EP,1_MC_EI,,,,,
P_2_3_Wally_6_T1,Good job explorer!,8,Red,Wally,2_MC_EP,11_MO_EP,,,,,
P_2_3_Julius_7_T1,You won't beat me next time! I promise!,9,Red,Julius,14_MC_EI,9_MO_EP,,,,,
,,,,,,,,,,,
$Title,MudslideDefeated_1_p2,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,
$Talkie End,down,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,
$Letterbox End,no,,,,,,,,,,
$Segments,,,,,,,,,,,
P_2_3_Marcus_8_T1,Yeah next time you’ll lose!,0,Marcus,Brutus,4_MO,5_MC,,,,,
P_2_3_Brutus_9_T1,Yawn...,1,Marcus,Brutus,5_MC,6_MO,,,,,
P_2_3_Brutus_9_T2,Yeah…,2,Marcus,Brutus,5_MC,7_MO,,,,,
P_2_3_Brutus_9_T3,what they said...,3,Marcus,Brutus,5_MC,4_MO,,,,,
,,,,,,,,,,,
$Title,MudslideDefeated_1_p3,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,
$Talkie End,left,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,
$Segments,,,,,,,,,,,
P_2_3_Red_10_T1,Alright!,0,Red,Wally,2_MO_EP,1_MC_EI,,,,,
P_2_3_Red_10_T2,let's move forward and find Darwin! ,1,Red,Wally,3_MO_EC,1_MC_EI,,,,,
P_2_3_Red_11_T1,Hopefully he’s thought of something to help the prince.,2,Red,Wally,9_MO_EI,1_MC_EI,,,,,
P_2_3_Wally_12_T1,I agree~ let's hope he does.,3,Red,Wally,14_MC_EI,7_MO_EO,,,,,
,,,,,,,,,,,
$Title,OVillageIntro_1_p1,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,
$Talkie End,left,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,
$Dim BG End,no,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,
$Letterbox End,no,,,,,,,,,,
$Segments,,,,,,,,,,,
P_3_1_Wally_1_T1,It looks like they destroyed this area as well...,0,Red,Wally,8_MC_EI,7_MO_EO,,,,,
P_3_1_Red_2_T1,Oh!,1,Red,Wally,5_MO_EI,6_MC_EI,,,,,
,,,,,,,,,,,
$Title,OVillageIntro_1_p2,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,
$Talkie End,down,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,
$Segments,,,,,,,,,,,
P_3_1_Red_3_T1,An orc!,0,Red,,9_MO_EI,,,,,,
P_3_1_Red_3_T2,Let's go over and talk to him. ,1,Red,,2_MO_EP,,,,,,
,,,,,,,,,,,
$Title,OVillageIntro_2_p1,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,
$Talkie End,down,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,
$Segments,,,,,,,,,,,
P_3_1_Clogg_4_T1,You there.,0,,Clogg,,1_MO_EI,,,,,
P_3_1_Wally_5_T1,U-us?,1,Wally,Clogg,3_MO_EI,1_MC_EI,,,,,
P_3_1_Clogg_6_T1,Yes.,2,Wally,Clogg,3_MC_EI,1_MO_EI,,,,,
P_3_1_Clogg_6_T2,I’ve never seen you before~,3,Wally,Clogg,3_MC_EI,4_MO_EP,,,,,
P_3_1_Clogg_6_T3,and my village is in shambles.,4,Wally,Clogg,3_MC_EI,3_MO_EI,,,,,
P_3_1_Wally_7_T1,W-wait! That wasn't us! It was-,5,Wally,Clogg,7_MO_EI,1_MC_EI,,,,,
P_3_1_Clogg_8_T1,I don't want to hear it.,6,Wally,Clogg,2_MC_EO,6_MO_EI,,,,,
P_3_1_Clogg_8_T2,Clean this up~ then I’ll listen.,7,Wally,Clogg,2_MC_EO,1_MO_EP,,,,,
P_3_1_Red_9_T1,We were already planning on it sir!,8,Red,Clogg,1_MO_EI,1_MC_EI,,,,,
P_3_1_Red_9_T2,Just leave it to us!,9,Red,Clogg,14_MO_EI,1_MC_EI,,,,,
P_3_1_Red_9_T3,Alright explorer!,10,Red,Clogg,2_MO_EP,1_MC_EI,,,,,
P_3_1_Red_9_T4,Let’s do this!,11,Red,Clogg,3_MO_EC,1_MC_EI,,,,,
,,,,,,,,,,,
$Title,CloggQuips_1_p1,,,,,,,,,,
$Quip Collection,yes,,,,,,,,,,
$Talkie Start,up,,,,,,,,,,
$Talkie End,down,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,
$Segments,,,,,,,,,,,
P_3_1a_Clogg_1_T1,Hnn…,0,,Clogg,,7_MC_EO,,,,yes,
P_3_1a_Clogg_2_T1,Tch.,1,,Clogg,,7_MC_EO,,,,yes,
P_3_1a_Clogg_3_T1,...,2,,Clogg,,7_MC_EP,,,,yes,
,,,,,,,,,,,
$Title,OVillageRebuilt_1_p1,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,
$Talkie End,left,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,
$Dim BG End,no,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,
$Letterbox End,no,,,,,,,,,,
$Segments,,,,,,,,,,,
P_3_2_Red_1_T1,Tah dah!,0,Red,Clogg,4_MO_EI,7_MC_EO,,,,,
P_3_2_Red_1_T2,All cleaned up Mr. Orc!,1,Red,Clogg,2_MO_EI,7_MC_EO,,,,,
P_3_2_Clogg_2_T1,...,2,Red,Clogg,2_MC_EI,8_MC_EO,,,,,
P_3_2_Clogg_2_T2,Clogg.,3,Red,Clogg,5_MC_EI,1_MO_EP,,,,,
P_3_2_Wally_3_T1,Huh?,4,Wally,Clogg,6_MO_EI,1_MC_EI,,,,,
P_3_2_Clogg_4_T1,"My name is Clogg~ not ""orc.""",5,Wally,Clogg,2_MC_EI,7_MO_EO,,,,,
P_3_2_Red_5_T1,Well it’s a pleasure to meet you Clogg!,6,Red,Clogg,3_MO_EC,7_MC_EI,,,,,
P_3_2_Red_5_T2,My name is Red and this is Wally!,7,Red,Clogg,2_MO_EI,7_MC_EI,,,,,
P_3_2_Wally_6_T1,H-hello,8,Red,Wally,1_MC_EI,11_MO_EO,,,,,
P_3_2_Red_7_T1,And this is my friend!,9,Red,Wally,12_MO_EP,2_MC_EO,,,,,
P_3_2_Red_7_T2,They’re an explorer.,10,Red,Wally,1_MO_EI,2_MC_EO,,,,,
P_3_2_Red_7_T3,They did most of the work!,11,Red,Wally,2_MO_EC,2_MC_EO,,,,,
P_3_2_Clogg_8_T1,I thank you for cleaning my Village~,12,Red,Clogg,1_MC_EI,5_MO_EI,,,,,
P_3_2_Clogg_8_T2,If you wish to explain~ now I will listen.,13,Red,Clogg,1_MC_EI,1_MO_EI,,,,,
P_3_2_Wally_9_T1,Well Clogg~,14,Wally,Clogg,2_MO_EO,1_MC_EI,,,,,
P_3_2_Wally_9_T2,we came to your kingdom to help the prince while the king. ,15,Wally,Clogg,1_MO_EI,1_MC_EI,,,,,
P_3_2_Wally_10_T1,Unfortunately~,16,Wally,Clogg,8_MO_EO,3_MC_EI,,,,,
P_3_2_Wally_10_T2,he’s destroying everything around him.,17,Wally,Clogg,8_MO_EI,3_MC_EI,,,,,
P_3_2_Clogg_11_T1,Is he now?,18,Wally,Clogg,2_MC_EI,2_MO_EI,,,,,
P_3_2_Red_12_T1,Sadly.,19,Red,Clogg,8_MO_EI,2_MC_EI,,,,,
P_3_2_Red_12_T2,But~ our friend Darwin is up ahead of us!,20,Red,Clogg,2_MO_EI,2_MC_EI,,,,,
P_3_2_Red_12_T3,He used to be the king's advisor.,21,Red,Clogg,1_MO_EI,2_MC_EI,,,,,
P_3_2_Red_12_T4,We’re hoping he is able to come up with something to stop the prince's behavior. ,22,Red,Clogg,11_MO_EC,2_MC_EI,,,,,
P_3_2_Clogg_13_T1,That doesn't sound like him..,23,Red,Clogg,8_MC_EI,3_MO_EI,,,,,
P_3_2_Clogg_13_T2,He's young~ but he'd never..,24,Red,Clogg,8_MC_EI,4_MO_EI,,,,,
P_1_1_RedWally_9_T1,!!!,25,Red,Wally,5_MO_EI,6_MO_EI,,,,,
P_3_1a_Clogg_3_T1,...,26,Clogg,,3_MC_EI,,,,,,
,,,,,,,,,,,
$Title,OVillageRebuilt_1_p2,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,
$Talkie End,down,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,
$Segments,,,,,,,,,,,
P_1_1_Marcus_26_T1,HAHAHA!,0,Marcus,Brutus,6_MO,8_MC,,,,,
P_1_1_Brutus_27_T1,Heh heh heh. ,1,Marcus,Brutus,6_MC,8_MO,,,,,
P_3_2_Julius_17_T1,I see you were able to put the village back together again. ,2,,Julius,,7_MO_EI,,,,,
P_3_2_Wally_18_T1,That’s right.,3,Wally,Julius,5_MO_EI,7_MC_EI,,,,,
P_3_2_Marcus_19_T1,You have no right to speak to the future king!,4,Wally,Marcus,8_MC_EI,4_MO,,,,,
P_3_2_Brutus_20_T1,Yeah...,5,Brutus,Marcus,6_MO,5_MC,,,,,
P_3_2_Brutus_20_T2,No right to speak after being spoken to.,6,Brutus,Marcus,7_MO,5_MC,,,,,
P_3_2_Marcus_21_T1,QUIET YOU BUFFOON!,7,Brutus,Marcus,3_MC,4_MO,,,,,
P_3_2_Clogg_22_T1,What is the meaning of this!?,8,Clogg,Marcus,3_MO_EI,3_MC,,,,,
P_3_2_Marcus_23_T1,The future king is simply doing what he is allowed to do! ,9,Clogg,Marcus,2_MC_EI,3_MO,,,,,
P_3_2_Julius_24_T1,That's right!,10,Clogg,Julius,2_MC_EI,2_MO_EI,,,,,
P_3_2_Julius_24_T2,I’m the future king!,11,Clogg,Julius,2_MC_EI,4_MO_EC,,,,,
P_3_2_Julius_24_T3,And this is my kingdom!,12,Clogg,Julius,2_MC_EI,2_MO_EI,,,,,
P_3_2_Clogg_25_T1,Your majesty!,13,Clogg,Julius,3_MO_EI,3_MC_EI,,,,,
P_3_2_Clogg_25_T2,That isn't how-,14,Clogg,Julius,2_MO_EI,3_MC_EI,,,,,
P_3_2_Marcus_26_T1,SILENCE!!!,15,Clogg,Marcus,3_MC_EI,4_MO,,,,,
P_3_2_Marcus_26_T2,Do not lecture your future king!,16,Clogg,Marcus,2_MC_EI,5_MO,,,,,
P_3_2_Julius_27_T1,Enough!,17,Red,Julius,10_MC_EI,2_MO_EC,,,,,
P_3_2_Julius_27_T2,You know the rules.,18,Red,Julius,10_MC_EI,7_MO_EI,,,,,
P_3_2_Julius_27_T3,If you win~,19,Red,Julius,10_MC_EI,11_MO_EI,,,,,
P_3_2_Julius_27_T4,you can keep getting in my way and move forward.,20,Red,Julius,10_MC_EI,13_MO_EO,,,,,
P_3_2_Julius_27_T5,But~ If I beat you~,21,Red,Julius,10_MC_EI,14_MO_EI,,,,,
P_3_2_Julius_27_T6,you have to leave me alone and let me do what I want!,22,Red,Julius,10_MC_EI,7_MO_EI,,,,,
P_3_2_Wally_28_T1,Right!,23,Wally,Julius,5_MO_EI,9_MC_EI,,,,,
P_3_2_Red_29_T1,You’ve got this explorer!,24,Red,Julius,3_MO_EC,7_MC_EI,,,,,
P_3_2_Red_29_T2,Show the prince all that you've learned! ,25,Red,Julius,14_MO_EP,7_MC_EI,,,,,
P_3_2_Julius_30_T1,I've been practicing! ,26,Red,Julius,14_MC_EI,4_MO_EC,,,,,
P_3_2_Julius_30_T2,Prepare yourself!,27,Red,Julius,14_MC_EI,2_MO_EI,,,,,
,,,,,,,,,,,
$Title,OVillageDefeated_1_p1,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,
$Talkie End,down,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,
$Dim BG End,no,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,
$Letterbox End,no,,,,,,,,,,
$Segments,,,,,,,,,,,
P_3_3_Julius_1_T1,Drats!,0,,Julius,,9_MO_EO,,,,,
P_3_3_Julius_1_T2,I lost again?!,1,,Julius,,12_MO_EO,,,,,
P_3_3_Red_2_T1,Good Job explorer!,2,Red,Julius,4_MO_EI,12_MC_EI,,,,,
P_3_3_Red_2_T2,I knew you could do it!,3,Red,Julius,14_MO_EI,12_MC_EI,,,,,
P_3_3_Wally_3_T1,Amazing!,4,Wally,Julius,4_MO_EP,12_MC_EI,,,,,
P_3_3_Marcus_4_T1,How dare you make a mockery of the future king!,5,Marcus,Brutus,4_MO,7_MC,,,,,
P_3_3_Brutus_5_T1,Yawn…,6,Marcus,Brutus,5_MC,6_MO,,,,,
P_3_3_Brutus_5_T2,dang…,7,Marcus,Brutus,5_MC,3_MO,,,,,
P_3_3_Julius_6_T1,I’ll win next time!,8,,Julius,,9_MO_EI,,,,,
P_3_3_Julius_6_T2,Just you wait!,9,,Julius,,6_MO_EI,,,,,
,,,,,,,,,,,
$Title,OVillageDefeated_1_p2,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,
$Talkie Start,up,,,,,,,,,,
$Talkie End,down,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,
$Segments,,,,,,,,,,,
P_3_3_Wally_7_T1,There they go again.,0,,Wally,,7_MO_EI,,,,,
P_3_3_Red_8_T1,It’s okay~,1,Red,Wally,7_MO_EI,8_MC_EI,,,,,
P_3_3_Red_8_T2,I’m sure we’ll see them again soon.,2,Red,Wally,10_MO_EI,8_MC_EI,,,,,
P_3_3_Clogg_9_T1,I see… So it really was the prince. ,3,Red,Clogg,11_MC_EI,8_MO_EO,,,,,
P_3_3_Clogg_9_T2,I apologize for doubting you.,4,Red,Clogg,11_MC_EI,9_MO_EI,,,,,
P_3_3_Red_10_T1,It's okay!,5,Red,Clogg,7_MO_EI,9_MC_EI,,,,,
P_3_3_Red_10_T2,It does seem a bit strange that a prince would do this to their own kingdom.,6,Red,Clogg,9_MO_EI,9_MC_EI,,,,,
P_3_3_Clogg_11_T1,I worry for the future of this kingdom.,7,Red,Clogg,7_MC_EI,7_MO_EO,,,,,
P_3_3_Clogg_12_T1,Maybe the tigers aren't fit to rule.,8,Red,Clogg,5_MC_EI,2_MO_EI,,,,,
P_3_3_Red_13_T1,Hey don’t say that!,9,Red,Clogg,5_MO_EI,2_MC_EI,,,,,
P_3_3_Red_13_T2,We’re on a mission to help the pince~ and stop this!,10,Red,Clogg,14_MO_EP,2_MC_EI,,,,,
P_3_3_Clogg_14_T1,We will see.,11,Red,Clogg,14_MC_EI ,8_MC_EC,,,,,
P_3_3_Clogg_14_T2,Thank you for fixing my village.,12,Red,Clogg,14_MC_EI ,5_MO_EI,,,,,
P_3_3_Clogg_14_T3,You may come and go as you please. ,13,Red,Clogg,11_MC_EI,5_MO_EC,,,,,
P_3_3_Red_15_T1,You’re very welcome! ,14,Red,Clogg,3_MO_EC,5_MC_EI,,,,,
P_3_3_Wally_16_T1,Let's move forward~ team!,15,Red,Wally,2_MC_EI,5_MO_EP,,,,,
P_3_3_Red_17_T1,Onward explorer!,16,Red,Wally,4_MO_EP,11_MC_EI,,,,,
,,,,,,,,,,,
$Title,SpiderIntro_1_p1,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,
$Talkie End,left,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,
$Letterbox End,no,,,,,,,,,,
$Segments,,,,,,,,,,,
B_1_1_Red_1_T1,Darwin!,0,Red,Darwin,11_MO_EI,10_MC_EO,,,,,
B_1_1_Wally_2_T1,There you are!,1,Wally,Darwin,6_MO_EI,10_MC_EO,,,,,
B_1_1_Wally_2_T2,We’ve been looking for you! ,2,Wally,Darwin,7_MO_EI,10_MC_EO,,,,,
B_1_1_Darwin_3_T1,Oh! ,3,Wally,Darwin,7_MC_EI,13_MO_EI,,,,,
B_1_1_Darwin_3_T2,Hey there friends! ,4,Wally,Darwin,7_MC_EI,11_MO_EC,,,,,
B_1_1_Darwin_3_T3,I’m sorry for umm...,5,Wally,Darwin,7_MC_EI,11_MO_EO,,,,,
B_1_1_Darwin_3_T4,running off without you... ,6,Wally,Darwin,7_MC_EI,12_MO_EI,,,,,
B_1_1_Darwin_3_T5,I just started remembering all of the good times I had here~,7,Wally,Darwin,7_MC_EI,7_MO_EO,,,,,
B_1_1_Darwin_3_T6,and I just couldn't stop myself!,8,Wally,Darwin,7_MC_EI,4_MO_EI,,,,,
B_1_1_Red_4_T1,Well we’re together now so that’s what’s important.,9,Red,Wally,11_MO_EC,1_MC_EI,,,,,
B_1_1_Wally_5_T1,Agreed.,10,Red,Wally,11_MC_EI,4_MO_EI,,,,,
B_1_1_Darwin_6_T1,Well umm if it means anything…,11,Red,Darwin,1_MC_EI,11_MO_EO,,,,,
B_1_1_Darwin_6_T2,Taking that walk has reminded me of so many things that the prince did when he was a cub!,12,Red,Darwin,1_MC_EI,8_MO_EI,,,,,
B_1_1_Darwin_6_T3,Hopefully it’ll ummm…,13,Red,Darwin,1_MC_EI,9_MO_EI,,,,,
B_1_1_Darwin_6_T4,remind him of the good heart he has!,14,Red,Darwin,1_MC_EI,2_MO_EC,,,,,
B_1_1_Wally_7_T1,Yeah about him…,15,Red,Wally,6_MC_EI,8_MO_EO,,,,,
P_1_1_RedWally_9_T1,!!!,16,Red,Wally,5_MO_EI,6_MO_EI,,,,,
B_1_1_Darwin_10_T1,There you are!,17,Darwin,,4_MO_EI,,,,,,
,,,,,,,,,,,
$Title,SpiderIntro_1_p2,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,
$Talkie End,down,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,
$Letterbox End,no,,,,,,,,,,
$Segments,,,,,,,,,,,
B_1_1_Julius_11_T1,Oh~,0,Darwin,Julius,2_MC_EI,1_MO_EI,,,,,
B_1_1_Julius_11_T2,it’s you again Darwin.,1,Darwin,Julius,6_MC_EI,11_MO_EI,,,,,
B_1_1_Darwin_12_T1,Listen Julius~ you don't have to do this…,2,Darwin,Julius,6_MO_EI,7_MC_EI,,,,,
B_1_1_Marcus_13_T1,Silence! ,3,Darwin,Marcus,6_MC_EI,4_MO,,,,,
B_1_1_Marcus_13_T2,You have no right to speak to the prince!,4,Darwin,Marcus,6_MC_EI,9_MO,,,,,
B_1_1_Brutus_14_T1,Yeah...,5,Darwin,Brutus,6_MC_EI,2_MO,,,,,
B_1_1_Brutus_14_T2,what he said....,6,Darwin,Brutus,6_MC_EI,3_MO,,,,,
B_1_1_Julius_15_T1,Darwin! ,7,Darwin,Julius,12_MC_EI,7_MO_EI,,,,,
B_1_1_Julius_15_T2,This is my kingdom! I can do as I please! ,8,Darwin,Julius,12_MC_EI,2_MO_EC,,,,,
B_1_1_Julius_15_T3,I don’t need you to lecture me!,9,Darwin,Julius,12_MC_EI,13_MO_EO,,,,,
B_1_1_Marcus_16_T1,HAHAHA!,10,Marcus,Brutus,6_MO,8_MC,,,,,
B_1_1_Marcus_16_T2,That’s right!,11,Marcus,Brutus,1_MO,8_MC,,,,,
B_1_1_Brutus_17_T1,Heh heh heh.,12,Marcus,Brutus,6_MC,8_MO,,,,,
B_1_1_Red_18_T1,At least listen to what Darwin has to say!,13,Red,Julius,6_MO_EI,13_MC_EI,,,,,
B_1_1_Red_18_T2,He is your friend!,14,Red,Julius,7_MO_EI,13_MC_EO,,,,,
B_1_1_Darwin_19_T1,Julius...,15,Darwin,Julius,12_MO_EI,13_MC_EO,,,,,
B_1_1_Darwin_19_T2,do you remember when you were little and there was a festival in the Gorilla Village?,16,Darwin,Julius,1_MO_EI,13_MC_EO,,,,,
B_1_1_Julius_20_T1,…,17,Darwin,Julius,1_MC_EI,12_MC_EO,,,,,
B_1_1_Darwin_21_T1,The village was getting all decorated~,18,Darwin,Julius,2_MO_EI,12_MC_EO,,,,,
B_1_1_Darwin_21_T2,but there weren't enough villagers to help.,19,Darwin,Julius,7_MO_EO,12_MC_EO,,,,,
B_1_1_Julius_22_T1,Yeah…,20,Darwin,Julius,7_MC_EI,12_MO_EI,,,,,
B_1_1_Darwin_23_T1,And you took it upon yourself to help put the streamers up? ,21,Darwin,Julius,2_MO_EC,3_MC_EI,,,,,
B_1_1_Julius_24_T1,...,22,Darwin,Julius,2_MC_EI,3_MC_EI,,,,,
B_1_1_Darwin_25_T1,Remember how good it felt?,23,Darwin,Julius,2_MO_EI,3_MC_EI,,,,,
B_1_1_Darwin_25_T2,To help the villagers in your kingdom?,24,Darwin,Julius,4_MO_EI,3_MC_EI,,,,,
B_1_1_Julius_26_T1,Yeah…,25,Darwin,Julius,4_MC_EI,3_MO_EO,,,,,
B_1_1_Julius_26_T2,I do.,26,Darwin,Julius,4_MC_EI,3_MO_EI,,,,,
B_1_1_Marcus_27_T1,SILENCE!,27,,Marcus,6_MC_EI,4_MO,,,,,enlarge
B_1_1_RedDarwin_28_T1,Gasp!,28,Darwin,Red,6_MO_EI,5_MO_EI,,,,,
B_1_1_Marcus_31_T1,Your majesty!,31,,Marcus,,4_MO,,,,,
